firm,level,amount,medianPercent,diffMedian
TL7,1275e3,0.41,0.42,-0.010000000000000009
AB6,1275e3,0.4,0.42,-0.019999999999999962
AB4,1275e3,0.35,0.42,-0.07
PT12,1275e3,0.38,0.42,-0.03999999999999998
AT7,1275e3,0.19,0.42,-0.22999999999999998
AB3,1275e3,0.44,0.42,0.020000000000000018
PT13,1275e3,0.41,0.42,-0.010000000000000009
AB7,1275e3,0.39,0.42,-0.02999999999999997
TL5,1275e3,0.45,0.42,0.030000000000000027
AT6,1275e3,0.47,0.42,0.04999999999999999
PR3,1275e3,0.45,0.42,0.030000000000000027
PR2,1275e3,0.42,0.42,0
AT3,1275e3,0.46,0.42,0.040000000000000036
TL14,1275e3,0.47,0.42,0.04999999999999999
PR1,1275e3,0.39,0.42,-0.02999999999999997
PB1,1275e3,0.35,0.42,-0.07
PB6,1275e3,0.44,0.42,0.020000000000000018
AL3,1275e3,0.43,0.42,0.010000000000000009
AT2,1275e3,0.46,0.42,0.040000000000000036
AR3,1275e3,0.43,0.42,0.010000000000000009
PB3,1275e3,0.43,0.42,0.010000000000000009
PR4,1275e3,0.38,0.42,-0.03999999999999998
AB2,1275e3,0.4,0.42,-0.019999999999999962
AT1,1275e3,0.41,0.42,-0.010000000000000009
TB5,1275e3,0.35,0.42,-0.07
AT5,1275e3,0.41,0.42,-0.010000000000000009
TB7,1275e3,0.44,0.42,0.020000000000000018
PB9,1275e3,0.5,0.42,0.08000000000000002
W,1275e3,0.48,0.42,0.06
GR1,13e5,0.44,0.42,0.020000000000000018
PT10,13e5,0.39,0.42,-0.02999999999999997
TL13,13e5,0.42,0.42,0
PT5,13e5,0.41,0.42,-0.010000000000000009
PB7,13e5,0.42,0.42,0
PT11,13e5,0.42,0.42,0
AR2,13e5,0.4,0.42,-0.019999999999999962
TR7,13e5,0.34,0.42,-0.07999999999999996
TR2,13e5,0.25,0.42,-0.16999999999999998
AR6,13e5,0.4,0.42,-0.019999999999999962
TR8,13e5,0.39,0.42,-0.02999999999999997
AB5,13e5,0.6,0.42,0.18
PB14,13e5,0.3,0.42,-0.12
AR7,13e5,0.41,0.42,-0.010000000000000009
TB6,13e5,0.45,0.42,0.030000000000000027
TL9,13e5,0.45,0.42,0.030000000000000027
PB8,13e5,0.41,0.42,-0.010000000000000009
PT3,13e5,0.42,0.42,0
TT7,13e5,0.49,0.42,0.07
GB1,13e5,0.43,0.42,0.010000000000000009
GT1,13e5,0.44,0.42,0.020000000000000018
GL1,13e5,0.4,0.42,-0.019999999999999962
TL7,13e5,0.41,0.42,-0.010000000000000009
AB6,13e5,0.4,0.42,-0.019999999999999962
AB4,13e5,0.35,0.42,-0.07
PT12,13e5,0.38,0.42,-0.03999999999999998
AT7,13e5,0.19,0.42,-0.22999999999999998
AB3,13e5,0.44,0.42,0.020000000000000018
PT13,13e5,0.41,0.42,-0.010000000000000009
AB7,13e5,0.39,0.42,-0.02999999999999997
TL5,13e5,0.45,0.42,0.030000000000000027
AT6,13e5,0.47,0.42,0.04999999999999999
PR3,13e5,0.45,0.42,0.030000000000000027
PR2,13e5,0.42,0.42,0
AT3,13e5,0.47,0.42,0.04999999999999999
TL14,13e5,0.47,0.42,0.04999999999999999
PR1,13e5,0.39,0.42,-0.02999999999999997
PB1,13e5,0.35,0.42,-0.07
PB6,13e5,0.44,0.42,0.020000000000000018
AL3,13e5,0.43,0.42,0.010000000000000009
AT2,13e5,0.47,0.42,0.04999999999999999
AR3,13e5,0.43,0.42,0.010000000000000009
PB3,13e5,0.43,0.42,0.010000000000000009
PR4,13e5,0.38,0.42,-0.03999999999999998
AB2,13e5,0.4,0.42,-0.019999999999999962
AT1,13e5,0.41,0.42,-0.010000000000000009
TB5,13e5,0.35,0.42,-0.07
AT5,13e5,0.44,0.42,0.020000000000000018
TB7,13e5,0.44,0.42,0.020000000000000018
PB9,13e5,0.5,0.42,0.08000000000000002
W,13e5,0.48,0.42,0.06
GR1,14e5,0.44,0.42,0.020000000000000018
PT10,14e5,0.39,0.42,-0.02999999999999997
TL13,14e5,0.42,0.42,0
PT5,14e5,0.41,0.42,-0.010000000000000009
PB7,14e5,0.42,0.42,0
PT11,14e5,0.42,0.42,0
AR2,14e5,0.4,0.42,-0.019999999999999962
TR7,14e5,0.34,0.42,-0.07999999999999996
TR2,14e5,0.25,0.42,-0.16999999999999998
AR6,14e5,0.4,0.42,-0.019999999999999962
TR8,14e5,0.39,0.42,-0.02999999999999997
AB5,14e5,0.6,0.42,0.18
PB14,14e5,0.3,0.42,-0.12
AR7,14e5,0.41,0.42,-0.010000000000000009
TB6,14e5,0.45,0.42,0.030000000000000027
TL9,14e5,0.45,0.42,0.030000000000000027
PB8,14e5,0.41,0.42,-0.010000000000000009
PT3,14e5,0.42,0.42,0
TT7,14e5,0.49,0.42,0.07
GB1,14e5,0.43,0.42,0.010000000000000009
GT1,14e5,0.44,0.42,0.020000000000000018
GL1,14e5,0.41,0.42,-0.010000000000000009
TL7,14e5,0.41,0.42,-0.010000000000000009
AB6,14e5,0.4,0.42,-0.019999999999999962
AB4,14e5,0.35,0.42,-0.07
PT12,14e5,0.38,0.42,-0.03999999999999998
AT7,14e5,0.19,0.42,-0.22999999999999998
AB3,14e5,0.44,0.42,0.020000000000000018
PT13,14e5,0.41,0.42,-0.010000000000000009
AB7,14e5,0.4,0.42,-0.019999999999999962
TL5,14e5,0.45,0.42,0.030000000000000027
AT6,14e5,0.47,0.42,0.04999999999999999
PR3,14e5,0.45,0.42,0.030000000000000027
PR2,14e5,0.42,0.42,0
AT3,14e5,0.47,0.42,0.04999999999999999
TL14,14e5,0.47,0.42,0.04999999999999999
PR1,14e5,0.39,0.42,-0.02999999999999997
PB1,14e5,0.35,0.42,-0.07
PB6,14e5,0.44,0.42,0.020000000000000018
AL3,14e5,0.43,0.42,0.010000000000000009
AT2,14e5,0.47,0.42,0.04999999999999999
AR3,14e5,0.43,0.42,0.010000000000000009
PB3,14e5,0.43,0.42,0.010000000000000009
PR4,14e5,0.38,0.42,-0.03999999999999998
AB2,14e5,0.4,0.42,-0.019999999999999962
AT1,14e5,0.41,0.42,-0.010000000000000009
TB5,14e5,0.35,0.42,-0.07
AT5,14e5,0.44,0.42,0.020000000000000018
TB7,14e5,0.44,0.42,0.020000000000000018
PB9,14e5,0.5,0.42,0.08000000000000002
W,14e5,0.48,0.42,0.06
GR1,15e5,0.44,0.42,0.020000000000000018
PT10,15e5,0.39,0.42,-0.02999999999999997
TL13,15e5,0.42,0.42,0
PT5,15e5,0.41,0.42,-0.010000000000000009
PB7,15e5,0.42,0.42,0
PT11,15e5,0.42,0.42,0
AR2,15e5,0.42,0.42,0
TR7,15e5,0.34,0.42,-0.07999999999999996
TR2,15e5,0.25,0.42,-0.16999999999999998
AR6,15e5,0.4,0.42,-0.019999999999999962
TR8,15e5,0.4,0.42,-0.019999999999999962
AB5,15e5,0.6,0.42,0.18
PB14,15e5,0.3,0.42,-0.12
AR7,15e5,0.41,0.42,-0.010000000000000009
TB6,15e5,0.45,0.42,0.030000000000000027
TL9,15e5,0.45,0.42,0.030000000000000027
PB8,15e5,0.41,0.42,-0.010000000000000009
PT3,15e5,0.42,0.42,0
TT7,15e5,0.5,0.42,0.08000000000000002
GB1,15e5,0.44,0.42,0.020000000000000018
GT1,15e5,0.46,0.42,0.040000000000000036
GL1,15e5,0.41,0.42,-0.010000000000000009
TL7,15e5,0.42,0.42,0
AB6,15e5,0.4,0.42,-0.019999999999999962
AB4,15e5,0.35,0.42,-0.07
PT12,15e5,0.38,0.42,-0.03999999999999998
AT7,15e5,0.19,0.42,-0.22999999999999998
AB3,15e5,0.45,0.42,0.030000000000000027
PT13,15e5,0.41,0.42,-0.010000000000000009
AB7,15e5,0.4,0.42,-0.019999999999999962
TL5,15e5,0.45,0.42,0.030000000000000027
AT6,15e5,0.47,0.42,0.04999999999999999
PR3,15e5,0.45,0.42,0.030000000000000027
PR2,15e5,0.42,0.42,0
AT3,15e5,0.48,0.42,0.06
TL14,15e5,0.47,0.42,0.04999999999999999
PR1,15e5,0.39,0.42,-0.02999999999999997
PB1,15e5,0.35,0.42,-0.07
PB6,15e5,0.45,0.42,0.030000000000000027
AL3,15e5,0.44,0.42,0.020000000000000018
AT2,15e5,0.47,0.42,0.04999999999999999
AR3,15e5,0.43,0.42,0.010000000000000009
PB3,15e5,0.43,0.42,0.010000000000000009
PR4,15e5,0.38,0.42,-0.03999999999999998
AB2,15e5,0.4,0.42,-0.019999999999999962
AT1,15e5,0.41,0.42,-0.010000000000000009
TB5,15e5,0.35,0.42,-0.07
AT5,15e5,0.44,0.42,0.020000000000000018
TB7,15e5,0.44,0.42,0.020000000000000018
PB9,15e5,0.5,0.42,0.08000000000000002
W,15e5,0.48,0.42,0.06
GR1,17e5,0.44,0.42,0.020000000000000018
PT10,17e5,0.39,0.42,-0.02999999999999997
TL13,17e5,0.42,0.42,0
PT5,17e5,0.41,0.42,-0.010000000000000009
PB7,17e5,0.42,0.42,0
PT11,17e5,0.42,0.42,0
AR2,17e5,0.42,0.42,0
TR7,17e5,0.34,0.42,-0.07999999999999996
TR2,17e5,0.25,0.42,-0.16999999999999998
AR6,17e5,0.4,0.42,-0.019999999999999962
TR8,17e5,0.4,0.42,-0.019999999999999962
AB5,17e5,0.6,0.42,0.18
PB14,17e5,0.3,0.42,-0.12
AR7,17e5,0.41,0.42,-0.010000000000000009
TB6,17e5,0.45,0.42,0.030000000000000027
TL9,17e5,0.45,0.42,0.030000000000000027
PB8,17e5,0.41,0.42,-0.010000000000000009
PT3,17e5,0.42,0.42,0
TT7,17e5,0.5,0.42,0.08000000000000002
GB1,17e5,0.44,0.42,0.020000000000000018
GT1,17e5,0.46,0.42,0.040000000000000036
GL1,17e5,0.41,0.42,-0.010000000000000009
TL7,17e5,0.42,0.42,0
AB6,17e5,0.4,0.42,-0.019999999999999962
AB4,17e5,0.35,0.42,-0.07
PT12,17e5,0.38,0.42,-0.03999999999999998
AT7,17e5,0.19,0.42,-0.22999999999999998
AB3,17e5,0.45,0.42,0.030000000000000027
PT13,17e5,0.41,0.42,-0.010000000000000009
AB7,17e5,0.4,0.42,-0.019999999999999962
TL5,17e5,0.45,0.42,0.030000000000000027
AT6,17e5,0.47,0.42,0.04999999999999999
PR3,17e5,0.45,0.42,0.030000000000000027
PR2,17e5,0.43,0.42,0.010000000000000009
AT3,17e5,0.48,0.42,0.06
TL14,17e5,0.47,0.42,0.04999999999999999
PR1,17e5,0.39,0.42,-0.02999999999999997
PB1,17e5,0.35,0.42,-0.07
PB6,17e5,0.45,0.42,0.030000000000000027
AL3,17e5,0.44,0.42,0.020000000000000018
AT2,17e5,0.47,0.42,0.04999999999999999
AR3,17e5,0.43,0.42,0.010000000000000009
PB3,17e5,0.43,0.42,0.010000000000000009
PR4,17e5,0.38,0.42,-0.03999999999999998
AB2,17e5,0.4,0.42,-0.019999999999999962
AT1,17e5,0.41,0.42,-0.010000000000000009
TB5,17e5,0.35,0.42,-0.07
AT5,17e5,0.44,0.42,0.020000000000000018
TB7,17e5,0.44,0.42,0.020000000000000018
PB9,17e5,0.5,0.42,0.08000000000000002
W,17e5,0.48,0.42,0.06
GR1,175e4,0.44,0.42,0.020000000000000018
PT10,175e4,0.39,0.42,-0.02999999999999997
TL13,175e4,0.42,0.42,0
PT5,175e4,0.41,0.42,-0.010000000000000009
PB7,175e4,0.42,0.42,0
PT11,175e4,0.42,0.42,0
AR2,175e4,0.42,0.42,0
TR7,175e4,0.34,0.42,-0.07999999999999996
TR2,175e4,0.25,0.42,-0.16999999999999998
AR6,175e4,0.4,0.42,-0.019999999999999962
TR8,175e4,0.4,0.42,-0.019999999999999962
AB5,175e4,0.6,0.42,0.18
PB14,175e4,0.3,0.42,-0.12
AR7,175e4,0.41,0.42,-0.010000000000000009
TB6,175e4,0.45,0.42,0.030000000000000027
TL9,175e4,0.45,0.42,0.030000000000000027
PB8,175e4,0.41,0.42,-0.010000000000000009
PT3,175e4,0.42,0.42,0
TT7,175e4,0.5,0.42,0.08000000000000002
GB1,175e4,0.44,0.42,0.020000000000000018
GT1,175e4,0.46,0.42,0.040000000000000036
GL1,175e4,0.41,0.42,-0.010000000000000009
TL7,175e4,0.42,0.42,0
AB6,175e4,0.4,0.42,-0.019999999999999962
AB4,175e4,0.35,0.42,-0.07
PT12,175e4,0.38,0.42,-0.03999999999999998
AT7,175e4,0.19,0.42,-0.22999999999999998
AB3,175e4,0.46,0.42,0.040000000000000036
PT13,175e4,0.41,0.42,-0.010000000000000009
AB7,175e4,0.4,0.42,-0.019999999999999962
TL5,175e4,0.45,0.42,0.030000000000000027
AT6,175e4,0.47,0.42,0.04999999999999999
PR3,175e4,0.45,0.42,0.030000000000000027
PR2,175e4,0.43,0.42,0.010000000000000009
AT3,175e4,0.48,0.42,0.06
TL14,175e4,0.47,0.42,0.04999999999999999
PR1,175e4,0.39,0.42,-0.02999999999999997
PB1,175e4,0.35,0.42,-0.07
PB6,175e4,0.45,0.42,0.030000000000000027
AL3,175e4,0.44,0.42,0.020000000000000018
AT2,175e4,0.47,0.42,0.04999999999999999
AR3,175e4,0.43,0.42,0.010000000000000009
PB3,175e4,0.43,0.42,0.010000000000000009
PR4,175e4,0.38,0.42,-0.03999999999999998
AB2,175e4,0.4,0.42,-0.019999999999999962
AT1,175e4,0.41,0.42,-0.010000000000000009
TB5,175e4,0.35,0.42,-0.07
AT5,175e4,0.46,0.42,0.040000000000000036
TB7,175e4,0.44,0.42,0.020000000000000018
PB9,175e4,0.5,0.42,0.08000000000000002
W,175e4,0.48,0.42,0.06
GR1,2e6,0.44,0.42,0.020000000000000018
PT10,2e6,0.39,0.42,-0.02999999999999997
TL13,2e6,0.42,0.42,0
PT5,2e6,0.41,0.42,-0.010000000000000009
PB7,2e6,0.42,0.42,0
PT11,2e6,0.42,0.42,0
AR2,2e6,0.42,0.42,0
TR7,2e6,0.34,0.42,-0.07999999999999996
TR2,2e6,0.25,0.42,-0.16999999999999998
AR6,2e6,0.4,0.42,-0.019999999999999962
TR8,2e6,0.4,0.42,-0.019999999999999962
AB5,2e6,0.6,0.42,0.18
PB14,2e6,0.3,0.42,-0.12
AR7,2e6,0.41,0.42,-0.010000000000000009
TB6,2e6,0.45,0.42,0.030000000000000027
TL9,2e6,0.45,0.42,0.030000000000000027
PB8,2e6,0.42,0.42,0
PT3,2e6,0.42,0.42,0
TT7,2e6,0.5,0.42,0.08000000000000002
GB1,2e6,0.45,0.42,0.030000000000000027
GT1,2e6,0.46,0.42,0.040000000000000036
GL1,2e6,0.42,0.42,0
TL7,2e6,0.46,0.42,0.040000000000000036
AB6,2e6,0.4,0.42,-0.019999999999999962
AB4,2e6,0.35,0.42,-0.07
PT12,2e6,0.38,0.42,-0.03999999999999998
AT7,2e6,0.19,0.42,-0.22999999999999998
AB3,2e6,0.46,0.42,0.040000000000000036
PT13,2e6,0.41,0.42,-0.010000000000000009
AB7,2e6,0.41,0.42,-0.010000000000000009
TL5,2e6,0.45,0.42,0.030000000000000027
AT6,2e6,0.47,0.42,0.04999999999999999
PR3,2e6,0.45,0.42,0.030000000000000027
PR2,2e6,0.44,0.42,0.020000000000000018
AT3,2e6,0.48,0.42,0.06
TL14,2e6,0.47,0.42,0.04999999999999999
PR1,2e6,0.39,0.42,-0.02999999999999997
PB1,2e6,0.35,0.42,-0.07
PB6,2e6,0.46,0.42,0.040000000000000036
AL3,2e6,0.45,0.42,0.030000000000000027
AT2,2e6,0.47,0.42,0.04999999999999999
AR3,2e6,0.43,0.42,0.010000000000000009
PB3,2e6,0.43,0.42,0.010000000000000009
PR4,2e6,0.38,0.42,-0.03999999999999998
AB2,2e6,0.4,0.42,-0.019999999999999962
AT1,2e6,0.41,0.42,-0.010000000000000009
TB5,2e6,0.35,0.42,-0.07
AT5,2e6,0.46,0.42,0.040000000000000036
TB7,2e6,0.44,0.42,0.020000000000000018
PB9,2e6,0.5,0.42,0.08000000000000002
W,2e6,0.5,0.42,0.08000000000000002
GR1,25e5,0.44,0.42,0.020000000000000018
PT10,25e5,0.39,0.42,-0.02999999999999997
TL13,25e5,0.42,0.42,0
PT5,25e5,0.41,0.42,-0.010000000000000009
PB7,25e5,0.42,0.42,0
PT11,25e5,0.42,0.42,0
AR2,25e5,0.42,0.42,0
TR7,25e5,0.34,0.42,-0.07999999999999996
TR2,25e5,0.25,0.42,-0.16999999999999998
AR6,25e5,0.4,0.42,-0.019999999999999962
TR8,25e5,0.4,0.42,-0.019999999999999962
AB5,25e5,0.6,0.42,0.18
PB14,25e5,0.3,0.42,-0.12
AR7,25e5,0.41,0.42,-0.010000000000000009
TB6,25e5,0.45,0.42,0.030000000000000027
TL9,25e5,0.45,0.42,0.030000000000000027
PB8,25e5,0.42,0.42,0
PT3,25e5,0.42,0.42,0
TT7,25e5,0.5,0.42,0.08000000000000002
GB1,25e5,0.45,0.42,0.030000000000000027
GT1,25e5,0.46,0.42,0.040000000000000036
GL1,25e5,0.42,0.42,0
TL7,25e5,0.46,0.42,0.040000000000000036
AB6,25e5,0.4,0.42,-0.019999999999999962
AB4,25e5,0.35,0.42,-0.07
PT12,25e5,0.38,0.42,-0.03999999999999998
AT7,25e5,0.19,0.42,-0.22999999999999998
AB3,25e5,0.47,0.42,0.04999999999999999
PT13,25e5,0.41,0.42,-0.010000000000000009
AB7,25e5,0.41,0.42,-0.010000000000000009
TL5,25e5,0.45,0.42,0.030000000000000027
AT6,25e5,0.47,0.42,0.04999999999999999
PR3,25e5,0.45,0.42,0.030000000000000027
PR2,25e5,0.44,0.42,0.020000000000000018
AT3,25e5,0.48,0.42,0.06
TL14,25e5,0.47,0.42,0.04999999999999999
PR1,25e5,0.39,0.42,-0.02999999999999997
PB1,25e5,0.35,0.42,-0.07
PB6,25e5,0.47,0.42,0.04999999999999999
AL3,25e5,0.45,0.42,0.030000000000000027
AT2,25e5,0.47,0.42,0.04999999999999999
AR3,25e5,0.43,0.42,0.010000000000000009
PB3,25e5,0.43,0.42,0.010000000000000009
PR4,25e5,0.38,0.42,-0.03999999999999998
AB2,25e5,0.4,0.42,-0.019999999999999962
AT1,25e5,0.41,0.42,-0.010000000000000009
TB5,25e5,0.35,0.42,-0.07
AT5,25e5,0.46,0.42,0.040000000000000036
TB7,25e5,0.44,0.42,0.020000000000000018
PB9,25e5,0.5,0.42,0.08000000000000002
W,25e5,0.51,0.42,0.09000000000000002
GR1,27e5,0.45,0.42,0.030000000000000027
PT10,27e5,0.39,0.42,-0.02999999999999997
TL13,27e5,0.42,0.42,0
PT5,27e5,0.41,0.42,-0.010000000000000009
PB7,27e5,0.42,0.42,0
PT11,27e5,0.42,0.42,0
AR2,27e5,0.42,0.42,0
TR7,27e5,0.34,0.42,-0.07999999999999996
TR2,27e5,0.25,0.42,-0.16999999999999998
AR6,27e5,0.4,0.42,-0.019999999999999962
TR8,27e5,0.4,0.42,-0.019999999999999962
AB5,27e5,0.6,0.42,0.18
PB14,27e5,0.3,0.42,-0.12
AR7,27e5,0.41,0.42,-0.010000000000000009
TB6,27e5,0.45,0.42,0.030000000000000027
TL9,27e5,0.45,0.42,0.030000000000000027
PB8,27e5,0.42,0.42,0
PT3,27e5,0.42,0.42,0
TT7,27e5,0.5,0.42,0.08000000000000002
GB1,27e5,0.45,0.42,0.030000000000000027
GT1,27e5,0.46,0.42,0.040000000000000036
GL1,27e5,0.42,0.42,0
TL7,27e5,0.46,0.42,0.040000000000000036
AB6,27e5,0.4,0.42,-0.019999999999999962
AB4,27e5,0.35,0.42,-0.07
PT12,27e5,0.38,0.42,-0.03999999999999998
AT7,27e5,0.19,0.42,-0.22999999999999998
AB3,27e5,0.47,0.42,0.04999999999999999
PT13,27e5,0.41,0.42,-0.010000000000000009
AB7,27e5,0.41,0.42,-0.010000000000000009
TL5,27e5,0.45,0.42,0.030000000000000027
AT6,27e5,0.47,0.42,0.04999999999999999
PR3,27e5,0.45,0.42,0.030000000000000027
PR2,27e5,0.44,0.42,0.020000000000000018
AT3,27e5,0.48,0.42,0.06
TL14,27e5,0.47,0.42,0.04999999999999999
PR1,27e5,0.39,0.42,-0.02999999999999997
PB1,27e5,0.35,0.42,-0.07
PB6,27e5,0.47,0.42,0.04999999999999999
AL3,27e5,0.45,0.42,0.030000000000000027
AT2,27e5,0.47,0.42,0.04999999999999999
AR3,27e5,0.43,0.42,0.010000000000000009
PB3,27e5,0.43,0.42,0.010000000000000009
PR4,27e5,0.38,0.42,-0.03999999999999998
AB2,27e5,0.4,0.42,-0.019999999999999962
AT1,27e5,0.41,0.42,-0.010000000000000009
TB5,27e5,0.35,0.42,-0.07
AT5,27e5,0.46,0.42,0.040000000000000036
TB7,27e5,0.44,0.42,0.020000000000000018
PB9,27e5,0.5,0.42,0.08000000000000002
W,27e5,0.51,0.42,0.09000000000000002
GR1,35e5,0.47,0.42,0.04999999999999999
PT10,35e5,0.39,0.42,-0.02999999999999997
TL13,35e5,0.42,0.42,0
PT5,35e5,0.41,0.42,-0.010000000000000009
PB7,35e5,0.42,0.42,0
PT11,35e5,0.42,0.42,0
AR2,35e5,0.42,0.42,0
TR7,35e5,0.34,0.42,-0.07999999999999996
TR2,35e5,0.25,0.42,-0.16999999999999998
AR6,35e5,0.4,0.42,-0.019999999999999962
TR8,35e5,0.4,0.42,-0.019999999999999962
AB5,35e5,0.6,0.42,0.18
PB14,35e5,0.3,0.42,-0.12
AR7,35e5,0.41,0.42,-0.010000000000000009
TB6,35e5,0.45,0.42,0.030000000000000027
TL9,35e5,0.45,0.42,0.030000000000000027
PB8,35e5,0.42,0.42,0
PT3,35e5,0.42,0.42,0
TT7,35e5,0.5,0.42,0.08000000000000002
GB1,35e5,0.46,0.42,0.040000000000000036
GT1,35e5,0.46,0.42,0.040000000000000036
GL1,35e5,0.43,0.42,0.010000000000000009
TL7,35e5,0.46,0.42,0.040000000000000036
AB6,35e5,0.4,0.42,-0.019999999999999962
AB4,35e5,0.35,0.42,-0.07
PT12,35e5,0.38,0.42,-0.03999999999999998
AT7,35e5,0.19,0.42,-0.22999999999999998
AB3,35e5,0.48,0.42,0.06
PT13,35e5,0.41,0.42,-0.010000000000000009
AB7,35e5,0.41,0.42,-0.010000000000000009
TL5,35e5,0.45,0.42,0.030000000000000027
AT6,35e5,0.47,0.42,0.04999999999999999
PR3,35e5,0.45,0.42,0.030000000000000027
PR2,35e5,0.44,0.42,0.020000000000000018
AT3,35e5,0.48,0.42,0.06
TL14,35e5,0.47,0.42,0.04999999999999999
PR1,35e5,0.39,0.42,-0.02999999999999997
PB1,35e5,0.35,0.42,-0.07
PB6,35e5,0.47,0.42,0.04999999999999999
AL3,35e5,0.46,0.42,0.040000000000000036
AT2,35e5,0.47,0.42,0.04999999999999999
AR3,35e5,0.43,0.42,0.010000000000000009
PB3,35e5,0.43,0.42,0.010000000000000009
PR4,35e5,0.38,0.42,-0.03999999999999998
AB2,35e5,0.4,0.42,-0.019999999999999962
AT1,35e5,0.41,0.42,-0.010000000000000009
TB5,35e5,0.35,0.42,-0.07
AT5,35e5,0.46,0.42,0.040000000000000036
TB7,35e5,0.44,0.42,0.020000000000000018
PB9,35e5,0.5,0.42,0.08000000000000002
W,35e5,0.53,0.42,0.11000000000000004
GR1,5e6,0.5,0.42,0.08000000000000002
PT10,5e6,0.39,0.42,-0.02999999999999997
TL13,5e6,0.42,0.42,0
PT5,5e6,0.41,0.42,-0.010000000000000009
PB7,5e6,0.42,0.42,0
PT11,5e6,0.42,0.42,0
AR2,5e6,0.42,0.42,0
TR7,5e6,0.34,0.42,-0.07999999999999996
TR2,5e6,0.25,0.42,-0.16999999999999998
AR6,5e6,0.4,0.42,-0.019999999999999962
TR8,5e6,0.4,0.42,-0.019999999999999962
AB5,5e6,0.6,0.42,0.18
PB14,5e6,0.3,0.42,-0.12
AR7,5e6,0.41,0.42,-0.010000000000000009
TB6,5e6,0.45,0.42,0.030000000000000027
TL9,5e6,0.45,0.42,0.030000000000000027
PB8,5e6,0.42,0.42,0
PT3,5e6,0.42,0.42,0
TT7,5e6,0.5,0.42,0.08000000000000002
GB1,5e6,0.47,0.42,0.04999999999999999
GT1,5e6,0.46,0.42,0.040000000000000036
GL1,5e6,0.44,0.42,0.020000000000000018
TL7,5e6,0.46,0.42,0.040000000000000036
AB6,5e6,0.4,0.42,-0.019999999999999962
AB4,5e6,0.35,0.42,-0.07
PT12,5e6,0.38,0.42,-0.03999999999999998
AT7,5e6,0.19,0.42,-0.22999999999999998
AB3,5e6,0.5,0.42,0.08000000000000002
PT13,5e6,0.41,0.42,-0.010000000000000009
AB7,5e6,0.41,0.42,-0.010000000000000009
TL5,5e6,0.45,0.42,0.030000000000000027
AT6,5e6,0.47,0.42,0.04999999999999999
PR3,5e6,0.45,0.42,0.030000000000000027
PR2,5e6,0.44,0.42,0.020000000000000018
AT3,5e6,0.48,0.42,0.06
TL14,5e6,0.47,0.42,0.04999999999999999
PR1,5e6,0.39,0.42,-0.02999999999999997
PB1,5e6,0.35,0.42,-0.07
PB6,5e6,0.47,0.42,0.04999999999999999
AL3,5e6,0.46,0.42,0.040000000000000036
AT2,5e6,0.47,0.42,0.04999999999999999
AR3,5e6,0.43,0.42,0.010000000000000009
PB3,5e6,0.43,0.42,0.010000000000000009
PR4,5e6,0.38,0.42,-0.03999999999999998
AB2,5e6,0.4,0.42,-0.019999999999999962
AT1,5e6,0.41,0.42,-0.010000000000000009
TB5,5e6,0.35,0.42,-0.07
AT5,5e6,0.46,0.42,0.040000000000000036
TB7,5e6,0.44,0.42,0.020000000000000018
PB9,5e6,0.5,0.42,0.08000000000000002
W,5e6,0.56,0.42,0.14000000000000007
